,Time,Low,High,Open,Close,Volume
0,12-20-2023 19:00:00,43295.78,44250.0,43673.11,43840.74,9850.25454224
1,12-19-2023 19:00:00,42184.48,44324.86,42266.25,43674.77,19307.1089644
2,12-18-2023 19:00:00,41780.0,43461.86,42650.01,42266.22,13403.93447528
3,12-17-2023 19:00:00,40508.01,42754.79,41349.59,42650.01,13394.33474824
4,12-16-2023 19:00:00,41222.0,42367.82,42235.23,41349.59,6649.06495765
5,12-15-2023 19:00:00,41626.66,42680.2,41934.84,42237.29,5315.65582307
6,12-14-2023 19:00:00,41640.51,43095.71,43027.77,41933.89,10861.72864667
7,12-13-2023 19:00:00,41426.76,43442.15,42887.39,43027.77,15434.25971384
8,12-12-2023 19:00:00,40553.15,43475.0,41477.6,42885.54,15796.88171408
9,12-11-2023 19:00:00,40636.51,42088.56,41229.61,41477.39,13414.86773655
10,12-10-2023 19:00:00,40150.0,43811.81,43793.67,41229.61,25524.67094691
11,12-09-2023 19:00:00,43562.06,44049.51,43722.84,43793.68,3919.09423649
12,12-08-2023 19:00:00,43586.14,44384.68,44192.86,43723.25,5469.40708431
13,12-07-2023 19:00:00,43087.17,44754.99,43281.11,44192.87,13579.0453041
14,12-06-2023 19:00:00,42846.53,44057.23,43766.41,43280.95,13055.36691088
15,12-05-2023 19:00:00,43369.0,44290.37,44086.33,43764.05,15977.54656616
16,12-04-2023 19:00:00,41384.03,45000.0,41985.53,44084.39,24018.76035474
17,12-03-2023 19:00:00,39983.6,42410.46,39984.81,41987.24,21993.05995554
18,12-02-2023 19:00:00,39293.02,40221.22,39467.42,39984.81,7153.15663784
19,12-01-2023 19:00:00,38660.03,39740.0,38706.55,39478.95,7540.7688183
20,11-30-2023 19:00:00,37618.25,39000.0,37732.27,38703.54,16395.90197806
21,11-29-2023 19:00:00,37500.0,38152.18,37864.79,37732.27,8081.19248391
22,11-28-2023 19:00:00,37581.93,38480.0,37838.26,37863.84,15162.68883049
23,11-27-2023 19:00:00,36873.55,38425.96,37241.64,37838.26,18156.47258233
24,11-26-2023 19:00:00,36715.1,37578.42,37462.01,37241.63,13510.45476059
25,11-25-2023 19:00:00,37156.72,37842.17,37806.84,37462.79,6113.0562518
26,11-24-2023 19:00:00,37615.91,37920.27,37746.29,37805.99,3567.42244915
27,11-23-2023 19:00:00,37257.56,38454.0,37304.04,37745.84,17507.8900414
28,11-22-2023 19:00:00,36888.0,37653.67,37424.31,37304.05,7211.31754936
29,11-21-2023 19:00:00,35633.0,37875.0,35755.33,37424.31,17606.97239528
30,11-20-2023 19:00:00,35744.9,37675.77,37472.76,35751.89,20837.73934338
31,11-19-2023 19:00:00,36720.0,37784.07,37389.06,37475.64,14114.01039926
32,11-18-2023 19:00:00,36404.52,37546.62,36596.14,37391.19,4366.44892344
33,11-17-2023 19:00:00,36205.89,36857.15,36631.56,36594.89,3468.39821362
34,11-16-2023 19:00:00,35869.0,36831.99,36161.15,36630.38,12218.85138403
35,11-15-2023 19:00:00,35511.11,37958.75,37885.35,36161.15,18455.96829165
36,11-14-2023 19:00:00,35358.45,37987.0,35554.1,37885.35,19941.6757032
37,11-13-2023 19:00:00,34758.64,36756.16,36475.68,35554.09,16008.49077729
38,11-12-2023 19:00:00,36351.0,37442.48,37086.5,36475.67,10543.29564712
39,11-11-2023 19:00:00,36740.9,37247.0,37139.94,37086.03,3317.50278576
40,11-10-2023 19:00:00,36701.5,37424.03,37324.84,37139.12,5344.45382766
41,11-09-2023 19:00:00,36334.46,37548.8,36704.01,37324.83,15181.1682642
42,11-08-2023 19:00:00,35555.16,37999.0,35639.13,36706.59,29045.63709695
43,11-07-2023 19:00:00,35103.14,36113.59,35416.63,35639.13,12253.04717936
44,11-06-2023 19:00:00,34530.67,35963.0,35059.46,35416.28,13841.59195597
45,11-05-2023 19:00:00,34753.66,35294.12,35035.79,35059.46,7088.27217192
46,11-04-2023 20:00:00,34500.0,35410.0,35087.43,35035.42,5892.67329337
47,11-03-2023 20:00:00,34599.85,35278.4,34730.32,35087.01,4696.62281508
48,11-02-2023 20:00:00,34100.0,34954.6,34947.92,34731.27,13960.85628785
49,11-01-2023 20:00:00,34311.73,35997.8,35440.1,34950.0,13455.65527035
50,10-31-2023 20:00:00,34079.46,35647.19,34656.38,35440.1,16196.30263792
51,10-30-2023 20:00:00,34038.79,34732.18,34493.51,34656.4,9281.37651426
52,10-29-2023 20:00:00,34077.9,34871.0,34534.48,34493.79,10183.35509429
53,10-28-2023 20:00:00,33937.31,34763.0,34085.42,34534.48,5547.09585659
54,10-27-2023 20:00:00,33867.38,34500.0,33905.96,34085.42,4372.52724873
55,10-26-2023 20:00:00,33400.0,34249.99,34153.35,33906.09,13879.04330119
